
PAW Database : abra.z80

Extracted by UNPAWS32 v2.1

General data
------------

Locations                           34
     LINE       -017  001 
     PLOT        183  104 
     LINE        000  039 
     LINE       -008  009 
     PLOT        183  143 
     LINE        008 -001 
     PLOT        088  152 
     LINE       -017 -001 
     LINE        000 -048 
     LINE        017  001 
     LINE        000  048 
     LINE       -008 -009 
     LINE       -009  001 
     PLOT        079  143 
     LINE        001 -039 
     PLOT        040  167 
     LINE        000 -103 
     LINE        175  000 
     LINE        000  103 
     PAPER       003
     INK         000
     BLOCK       012  021  005  001 
     SHADE      -056 -100  016 
     PLOT        159  080 
     LINE       -063  000 
     PLOT        214  167 
     LINE       -017  000 
     LINE        005 -020 
     LINE        001 -027 
     LINE       -005 -034 
     LINE       -008 -005 
     LINE       -012 -004 
     LINE       -033 -005 
     PLOT        089  072 
     LINE       -014  002 
     LINE       -012  004 
     LINE       -006  005 
     LINE       -002  005 
     LINE       -002  022 
     LINE       -001  028 
     LINE        003  016 
     LINE        007  013 
     LINE       -021  000 
     PLOT        046  167 
     LINE       -003 -040 
     LINE        002 -047 
     LINE        007 -009 
     PLOT        188  072 
     LINE        013  003 
     LINE        007  006 
     LINE        005  046 
     LINE       -002  039 
     FILL        002 -002 
     FILL       -001 -093 
     FILL       -168  000 
     FILL       -167 -093 
     SHADE      -008 -008  000 
     SHADE      -016 -088  000 
     SHADE      -160 -008  000 
     SHADE      -153 -088  000 
     PLOT        137  103 
     LINE        010 -003 
     LINE        008 -004 
     LINE        004 -007 
     FILL       -001  004 
     PLOT        116  103 
     LINE       -009 -003 
     LINE       -007 -006 
     LINE       -003 -006 
     FILL        000  004 
     LINE        061  000 
     PLOT        158  097 
     LINE       -061  000 
     PLOT        103  097 
     LINE        000 -009 
     PLOT        114  088 
     LINE        000 -008 
     PLOT        114  098 
     LINE        000  005 
     PLOT        127  097 
     LINE        000 -009 
     PLOT        141  088 
     LINE        000 -008 
     PLOT        141  097 
     LINE        000  005 
     PLOT        152  097 
     LINE        000 -009 
     PLOT        142  086 
     PLOT        143  087 
     PLOT        144  086 
     PLOT        142  084 
     PLOT        142  082 
     PLOT        116  087 
     PLOT        115  086 
     PLOT        116  085 
     PLOT        115  084 
     PLOT        118  087 
     PLOT        107  096 
     PLOT        106  095 
     PLOT        105  094 
     PLOT        104  093 
     PLOT        104  095 
     PLOT        105  096 
     PLOT        104  091 
     PLOT        115  101 
     PLOT        116  102 
     PLOT        118  102 
     PLOT        129  096 
     PLOT        128  095 
     PLOT        129  094 
     PLOT        128  093 
     PLOT        128  091 
     PLOT        153  093 
     PLOT        155  095 
     PLOT        153  095 
     PLOT        041  103 
     LINE        013  003 
     LINE        017  002 
     PLOT        089  109 
     LINE        008  001 
     PLOT        159  110 
     LINE        015 -001 
     PLOT        192  108 
     LINE        021 -002 
     PLOT        045  125 
     LINE        026 -001 
     PLOT        088  124 
     LINE        032  000 
     PLOT        144  124 
     LINE        030  001 
     PLOT        192  125 
     LINE        023  002 
     PLOT        043  144 
     LINE        028 -002 
     PLOT        089  142 
     LINE        030 -002 
     PLOT        145  140 
     LINE        030  001 
     PLOT        192  142 
     LINE        021  003 
     PLOT        043  163 
     LINE        040 -003 
     LINE        032 -002 
     LINE        049  001 
     LINE        049  003 
     PLOT        181  103 
     LINE        000 -010 
     PLOT        181  160 
     LINE        000  007 
     PLOT        157  159 
     LINE        000 -019 
     PLOT        157  123 
     LINE        000 -013 
     PLOT        125  159 
     LINE        000  008 
     PLOT        098  159 
     LINE        000 -018 
     PLOT        098  124 
     LINE        000 -014 
     PLOT        115  140 
     LINE       -001 -016 
     PLOT        171  125 
     LINE       -001  016 
     PLOT        066  092 
     LINE       -001  015 
     PLOT        064  125 
     LINE        001  017 
     PLOT        066  161 
     LINE        001  006 
     PLOT        049  122 
     LINE        000 -016 
     PLOT        080  088 
     LINE        003  001 
     LINE        003 -001 
     LINE        003  001 
     PLOT        089  079 
     LINE        003  001 
     LINE        004 -001 
     PLOT        120  076 
     LINE        003  001 
     LINE        005 -001 
     PLOT        169  084 
     LINE        003  001 
     LINE        004 -001 
     PLOT        166  124 
     LINE       -001 -004 
     LINE       -003 -002 
     PLOT        166  120 
     LINE        002 -005 
     PLOT        112  158 
     LINE       -001 -005 
     LINE       -005 -003 
     PLOT        110  152 
     LINE        003 -002 
     LINE        003  001 
     PLOT        060  107 
     LINE       -001  004 
     LINE       -003  004 
     PLOT        060  111 
     LINE        001  003 
     LINE        003  000 
     PLOT        072  093 
     LINE       -001  002 
     LINE        002  003 
     PLOT        073  095 
     LINE        004  002 
     BLOCK       006  000  009  003 
     PLOT        105  109 
     LINE        000  012 
     LINE        001  000 
     LINE        000 -012 
     PLOT        102  109 
     LINE        007  000 
     PLOT        110  118 
     LINE       -009  000 
     PLOT        149  109 
     PLOT        147  110 
     LINE        005  000 
     PLOT        150  109 
     BRIGHT      001
     PLOT        073  147 
     BLOCK       005  001  009  003 
     PLOT        121  147 
     BLOCK       004  002  015  003 
     PLOT        177  147 
     BLOCK       005  001  022  003 
     PAPER       007
     ABS MOVE    188  105 
     BLOCK       004  000  023  004 
     ABS MOVE    132  113 
     BLOCK       003  000  016  004 
     ABS MOVE    076  107 
     BLOCK       004  000  009  004 
     PAPER       002
     ABS MOVE    100  107 
     BLOCK       000  007  012  008 
     BRIGHT      000
     PLOT        156  098 
     BLOCK       002  007  012  009 
     PAPER       003
     PLOT        151  132 
     LINE        002 -008 
     LINE       -001 -007 
     LINE       -005  002 
     LINE       -001 -007 
     PLOT        151  133 
     LINE        007  001 
     LINE        003 -002 
     LINE       -002 -007 
     LINE        004 -009 
     LINE        002 -012 
     LINE        001 -014 
     LINE       -004 -002 
     LINE       -002  000 
     FILL        001  002 
     FILL        000  011 
     FILL        000  026 
     FILL       -010  025 
     FILL       -003  040 
     PLOT        151  129 
     LINE       -001 -002 
     LINE        003 -001 
     PLOT        160  103 
     LINE     i  000 -016 
     END

Location  27 graphics flags: Subroutine. Ink=7 Paper=1 Bit6=0

Location  28 graphics flags: Subroutine. Ink=7 Paper=1 Bit6=0

Location  29 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  001 
     PLOT        040  167 
     LINE        105 -018 
     LINE        000 -079 
     LINE       -038 -006 
     PLOT        143  151 
     LINE        072  000 
     PLOT        041  166 
     LINE        050 -008 
     LINE        000 -024 
     LINE       -050  001 
     LINE        000  031 
     PLOT        041  131 
     LINE        050 -001 
     LINE        000 -026 
     LINE       -051 -004 
     LINE        000  031 
     PLOT        040  095 
     LINE        051  005 
     LINE        000 -025 
     LINE       -051 -008 
     LINE        000  027 
     PLOT        095  134 
     LINE        044 -001 
     LINE        000  016 
     LINE       -044  008 
     LINE        000 -023 
     PLOT        095  130 
     LINE        044 -001 
     LINE        000 -021 
     LINE       -044 -003 
     LINE        000  024 
     PLOT        095  101 
     LINE        044  002 
     LINE        000 -020 
     LINE       -043 -006 
     LINE       -001  024 
     PLOT        144  072 
     LINE        071  000 
     PLOT        167  073 
     LINE        000  054 
     LINE        002  005 
     LINE        006  005 
     LINE        006  002 
     LINE        013  000 
     LINE        004 -001 
     LINE        005 -004 
     LINE        003 -006 
     PLOT        207  127 
     LINE        000 -055 
     LINE       -031  003 
     LINE        000  048 
     LINE        002  007 
     LINE        007  006 
     LINE        007  001 
     LINE        008 -001 
     PLOT        168  073 
     LINE        004  002 
     LINE        000  054 
     LINE        004  005 
     LINE        006  004 
     PAPER       005
     INK         000
     ABS MOVE    042  167 
     BLOCK       012  021  005  001 
     PLOT    o   201  072 
     LINE    o  -034  000 
     SHADE       002  008  000 
     PLOT        178  077 
     LINE        026 -002 
     LINE        000  024 
     LINE       -026  001 
     LINE        000 -023 
     PLOT        178  102 
     LINE        026 -001 
     LINE        000  008 
     LINE       -026  000 
     LINE        000 -008 
     PLOT        178  111 
     LINE        026  000 
     LINE        000  015 
     LINE       -002  006 
     LINE       -006  002 
     LINE       -008  000 
     LINE       -005 -002 
     LINE       -003 -004 
     LINE       -002 -006 
     LINE        000 -011 
     PLOT        200  098 
     LINE       -021  001 
     LINE        000 -020 
     PLOT        179  104 
     LINE        000  004 
     LINE        023  000 
     PLOT        194  133 
     LINE       -008  000 
     LINE       -002 -002 
     LINE       -003 -002 
     LINE       -001 -004 
     LINE       -001 -012 
     PLOT        181  111 
     LINE        004  014 
     LINE        006  008 
     SHADE      -005 -004  000 
     PLOT        182  098 
     LINE       -001 -020 
     SHADE      -001  000  000 
     PLOT        182  102 
     LINE        000  005 
     SHADE      -001 -001  000 
     PLOT        176  088 
     LINE       -004  000 
     PLOT        215  072 
     LINE        000 -008 
     LINE       -113  000 
     FILL        071  002 
     SHADE       072  032  017 
     LINE       -005  005 
     LINE       -016  032 
     LINE       -007  032 
     LINE        001  026 
     LINE        006  008 
     LINE       -041  000 
     LINE        000 -103 
     LINE        064  000 
     SHADE      -009  002  000 
     SHADE      -024  016  000 
     SHADE      -032  036  000 
     SHADE      -040  040  000 
     SHADE      -040  069  000 
     SHADE      -034  088  000 
     SHADE      -032  100  000 
     SHADE      -036  099  000 
     SHADE      -045  100  000 
     SHADE      -048  101  000 
     PLOT        090  104 
     LINE       -014  002 
     LINE        000  024 
     LINE        000 -023 
     LINE       -016 -001 
     PLOT        063  103 
     LINE       -007  028 
     LINE       -004 -002 
     LINE        005 -027 
     LINE       -006  000 
     LINE       -002  015 
     LINE        004  001 
     PLOT        048  118 
     LINE       -001  009 
     LINE       -005  000 
     LINE        001 -023 
     PLOT        051  128 
     LINE       -003 -001 
     FILL        040 -016 
     PLOT        089  134 
     LINE       -013  001 
     LINE        000  025 
     FILL        008 -008 
     PLOT        043  158 
     LINE        005  001 
     LINE        002 -022 
     PLOT        049  154 
     LINE        005 -002 
     LINE        002 -016 
     LINE        000  024 
     LINE        007 -002 
     LINE        001 -021 
     PLOT        064  141 
     LINE       -006 -001 
     PLOT        058  144 
     LINE        006  001 
     FILL        024 -049 
     PLOT        041  090 
     LINE        005  000 
     LINE        001 -021 
     PLOT        047  085 
     LINE        004  000 
     LINE        001 -015 
     LINE       -001  019 
     LINE        005  000 
     LINE        002 -017 
     LINE        000  021 
     LINE        006  001 
     LINE        000 -024 
     PLOT        064  077 
     LINE       -004 -001 
     PLOT        060  081 
     LINE        004  001 
     PLOT        056  082 
     LINE       -004 -001 
     LINE       -006 -001 
     PLOT        075  098 
     LINE        000 -021 
     LINE        016  000 
     PLOT        075  077 
     LINE       -010 -001 
     SHADE       048  000  034 
     SHADE       028  016  034 
     PLOT        127  102 
     LINE        000 -017 
     LINE        011 -001 
     FILL        000  003 
     PLOT        128  108 
     LINE        000  020 
     FILL        008 -008 
     PLOT        128  134 
     LINE        000  016 
     FILL        003 -002 
     PLOT        097  079 
     LINE        005  001 
     LINE       -001  016 
     LINE       -005 -001 
     PLOT        101  093 
     LINE       -006 -001 
     PLOT        096  090 
     LINE        005  001 
     PLOT        101  094 
     LINE        004  000 
     LINE        001 -013 
     LINE       -004 -001 
     SHADE       001  002  000 
     LINE        003  012 
     PLOT        105  092 
     LINE        004  001 
     LINE        001 -011 
     LINE       -003 -001 
     PLOT        110  092 
     LINE        003  001 
     LINE        001 -010 
     LINE       -003  000 
     PLOT        112  093 
     LINE       -004  001 
     FILL        003 -004 
     PLOT        126  086 
     LINE       -014 -001 
     PLOT        115  101 
     LINE        005 -005 
     LINE        003 -005 
     LINE        002 -005 
     SHADE       001  003  000 
     PLOT        096  126 
     LINE        005  001 
     LINE        002 -019 
     LINE       -007 -001 
     LINE        000  006 
     LINE        001 -002 
     LINE        005  002 
     PLOT        102  118 
     LINE       -006 -002 
     FILL        002 -001 
     PLOT        101  124 
     LINE        007 -015 
     LINE        004  001 
     LINE       -008  013 
     LINE       -001 -001 
     LINE        005 -008 
     PLOT        107  119 
     LINE        003  002 
     LINE        007 -010 
     LINE       -003 -002 
     LINE       -003  003 
     SHADE       001  001  000 
     PLOT        108  109 
     LINE       -004  001 
     PLOT        127  112 
     LINE       -012  000 
     PLOT        127  112 
     LINE       -003  008 
     LINE       -010  009 
     SHADE       012 -009  000 
     PLOT        127  113 
     LINE       -002 -005 
     FILL        002  002 
     PLOT        096  136 
     LINE        006  000 
     LINE       -002  016 
     LINE       -004 -001 
     PLOT        100  147 
     LINE       -004 -001 
     PLOT        100  144 
     LINE       -004 -001 
     PLOT        101  146 
     LINE        003  001 
     LINE        001 -010 
     LINE       -003 -001 
     PLOT        104  152 
     LINE        002 -016 
     LINE        003  000 
     LINE       -002  016 
     LINE       -003 -001 
     LINE       -004 -001 
     PLOT        109  147 
     LINE        004  000 
     LINE        001 -010 
     LINE       -004 -001 
     LINE        002  004 
     LINE       -002  002 
     LINE        001  003 
     PLOT        119  152 
     LINE        005 -006 
     LINE        002 -006 
     LINE       -001 -006 
     SHADE       002  002  000 
     PLOT        052  166 
     LINE       -008  000 
     PLOT        150  111 
     LINE        011  000 
     PLOT        159  111 
     LINE       -004 -013 
     PLOT        152  110 
     LINE        003 -015 
     FILL        000  008 
     PLOT        152  099 
     LINE        006  000 
     PLOT        158  105 
     LINE       -007  000 
     PLOT        215  152 
     LINE        000  015 
     LINE       -144  000 
     SHADE       064 -008  034 
     BRIGHT      001
     ABS MOVE    196  134 
     BLOCK       008  000  024  005 
     ABS MOVE    201  076 
     BLOCK       006  000  025  006 
     ABS MOVE    189  076 
     BLOCK       002  000  023  010 
     ABS MOVE    165  076 
     BLOCK       009  002  018  003 
     ABS MOVE    169  148 
     BLOCK       000  004  021  003 
     ABS MOVE    169  140 
     BLOCK       000  002  021  004 
     ABS MOVE    106  153 
     BLOCK       000  001  012  002 
     ABS MOVE    099  150 
     BLOCK       001  000  012  003 
     ABS MOVE    112  127 
     BLOCK       000  002  012  006 
     ABS MOVE    104  119 
     BLOCK       001  001  012  007 
     ABS MOVE    099  132 
     BLOCK       000  001  012  005 
     ABS MOVE    099  099 
     BLOCK       000  002  012  009 
     BLOCK       002  001  012  009 
     ABS MOVE    136  151 
     BLOCK       010  001  016  003 
     ABS MOVE    126  079 
     BLOCK       001  002  013  012 
     ABS MOVE    170  134 
     INK         002
     PLOT        152  112 
     LINE        001  007 
     LINE        001  006 
     LINE        001 -013 
     PLOT        158  112 
     LINE       -001  006 
     LINE       -002  010 
     PLOT        155  132 
     PLOT        154  128 
     PLOT        153  124 
     PLOT        154  114 
     PLOT        153  113 
     SHADE       004  000  000 
     FILL        001  002 
     FILL        001 -001 
     END

Location  30 graphics flags: Picture.    Ink=7 Paper=0 Bit6=0
     GOSUB    sc=000  001 
     END

Location  31 graphics flags: Subroutine. Ink=7 Paper=0 Bit6=0

Location  32 graphics flags: Subroutine. Ink=7 Paper=0 Bit6=0

Location  33 graphics flags: Subroutine. Ink=7 Paper=0 Bit6=0


